"","Month","Day","Low","High","NormalLow","NormalHigh","RecordLow","LowYr","RecordHigh","HiYear","Precip","RecordPrecip","PrecipYr","date","Record","RecordText","RecordP","CulmPrec","dateInYear","month_name"
"348",12,14,40,52,45,57,30,1972,69,1958,0,0.88,2002,"12/14/11",FALSE,NA,FALSE,0.07,348,"Dec"
"349",12,15,43,53,45,56,31,1967,71,1980,0.06,1.41,1957,"12/15/11",FALSE,NA,FALSE,0.13,349,"Dec"
"350",12,16,38,62,44,56,33,1965,70,1998,0,2.1,2002,"12/16/11",FALSE,NA,FALSE,0.13,350,"Dec"
"351",12,17,39,55,44,56,30,1965,67,1958,0,1.26,2005,"12/17/11",FALSE,NA,FALSE,0.13,351,"Dec"
"352",12,18,40,53,44,56,30,1965,65,1958,0,1.77,2005,"12/18/11",FALSE,NA,FALSE,0.13,352,"Dec"
"353",12,19,45,59,44,56,32,1965,68,1999,0,1.81,1952,"12/19/11",FALSE,NA,FALSE,0.13,353,"Dec"
"354",12,20,40,60,44,56,31,1965,69,1999,0,0.91,1970,"12/20/11",FALSE,NA,FALSE,0.13,354,"Dec"
"355",12,21,39,60,44,56,28,1990,68,1999,0,1.73,1945,"12/21/11",FALSE,NA,FALSE,0.13,355,"Dec"
"356",12,22,39,57,44,56,27,1990,68,1999,0,2.99,1955,"12/22/11",FALSE,NA,FALSE,0.13,356,"Dec"
"357",12,23,36,52,44,56,28,1990,64,1990,0,1.74,1959,"12/23/11",FALSE,NA,FALSE,0.13,357,"Dec"
"358",12,24,36,57,44,56,29,1990,65,1967,0,2,1983,"12/24/11",FALSE,NA,FALSE,0.13,358,"Dec"
"359",12,25,36,52,44,56,31,1990,68,1967,0,1.23,1968,"12/25/11",FALSE,NA,FALSE,0.13,359,"Dec"
"360",12,26,39,52,44,56,32,1954,72,1967,0,1.46,1948,"12/26/11",FALSE,NA,FALSE,0.13,360,"Dec"
"361",12,27,45,57,44,56,33,1962,70,1953,0,2.24,2004,"12/27/11",FALSE,NA,FALSE,0.13,361,"Dec"
"362",12,28,43,59,44,56,32,1966,71,1967,0,1.46,1991,"12/28/11",FALSE,NA,FALSE,0.13,362,"Dec"
"363",12,29,46,56,44,56,33,1988,65,1989,0,2.6,2003,"12/29/11",FALSE,NA,FALSE,0.13,363,"Dec"
"364",12,30,49,54,44,56,33,1990,69,1945,0,2.19,1976,"12/30/11",FALSE,NA,FALSE,0.13,364,"Dec"
"365",12,31,49,54,44,56,29,1978,67,1996,0,1.86,2005,"12/31/11",FALSE,NA,FALSE,0.13,365,"Dec"
